participant_id,domain,message_id_win,message_id_lose
R_06bvVqddFPEe0xj,content,D14,D1
R_06bvVqddFPEe0xj,content,D14,A3
R_06bvVqddFPEe0xj,content,D14,A25
R_06bvVqddFPEe0xj,content,D1,D58
R_06bvVqddFPEe0xj,content,D1,A3
R_06bvVqddFPEe0xj,content,D1,A25
R_06bvVqddFPEe0xj,coping,D30,D66
R_06bvVqddFPEe0xj,coping,D26,D66
R_06bvVqddFPEe0xj,coping,D66,A37
R_06bvVqddFPEe0xj,coping,D14,D66
R_06bvVqddFPEe0xj,coping,D1,D66
R_06bvVqddFPEe0xj,coping,D66,A3
R_06bvVqddFPEe0xj,coping,D66,A25
R_06bvVqddFPEe0xj,coping,D26,D30
R_06bvVqddFPEe0xj,coping,D30,A44
R_06bvVqddFPEe0xj,coping,D30,A37
R_06bvVqddFPEe0xj,coping,D30,D58
R_06bvVqddFPEe0xj,coping,D30,A3
R_06bvVqddFPEe0xj,coping,D30,A25
R_06bvVqddFPEe0xj,coping,D26,A44
R_06bvVqddFPEe0xj,coping,D26,A37
R_06bvVqddFPEe0xj,coping,D26,D14
R_06bvVqddFPEe0xj,coping,D26,D58
R_06bvVqddFPEe0xj,coping,D26,D1
R_06bvVqddFPEe0xj,coping,D26,A3
R_06bvVqddFPEe0xj,coping,D26,A25
R_06bvVqddFPEe0xj,coping,A44,A37
R_06bvVqddFPEe0xj,coping,D14,A44
R_06bvVqddFPEe0xj,coping,D1,A44
R_06bvVqddFPEe0xj,coping,A44,A3
R_06bvVqddFPEe0xj,coping,A44,A25
R_06bvVqddFPEe0xj,coping,D14,A37
R_06bvVqddFPEe0xj,coping,D58,A37
R_06bvVqddFPEe0xj,coping,D1,A37
R_06bvVqddFPEe0xj,coping,D14,D58
R_06bvVqddFPEe0xj,coping,D14,A3
R_06bvVqddFPEe0xj,coping,D14,A25
R_06bvVqddFPEe0xj,coping,D1,D58
R_06bvVqddFPEe0xj,coping,D58,A3
R_06bvVqddFPEe0xj,coping,D58,A25
R_06bvVqddFPEe0xj,coping,D1,A3
R_06bvVqddFPEe0xj,coping,D1,A25
R_06bvVqddFPEe0xj,design,D30,D66
R_06bvVqddFPEe0xj,design,D26,D66
R_06bvVqddFPEe0xj,design,A44,D66
R_06bvVqddFPEe0xj,design,D14,D66
R_06bvVqddFPEe0xj,design,D58,D66
R_06bvVqddFPEe0xj,design,D26,D30
R_06bvVqddFPEe0xj,design,D30,A37
R_06bvVqddFPEe0xj,design,D58,D30
R_06bvVqddFPEe0xj,design,D30,D1
R_06bvVqddFPEe0xj,design,D30,A3
R_06bvVqddFPEe0xj,design,D30,A25
R_06bvVqddFPEe0xj,design,D26,A44
R_06bvVqddFPEe0xj,design,D26,A37
R_06bvVqddFPEe0xj,design,D26,D14
R_06bvVqddFPEe0xj,design,D26,D1
R_06bvVqddFPEe0xj,design,D26,A3
R_06bvVqddFPEe0xj,design,D26,A25
R_06bvVqddFPEe0xj,design,A44,A37
R_06bvVqddFPEe0xj,design,D58,A44
R_06bvVqddFPEe0xj,design,A44,D1
R_06bvVqddFPEe0xj,design,A44,A3
R_06bvVqddFPEe0xj,design,A44,A25
R_06bvVqddFPEe0xj,design,D14,A37
R_06bvVqddFPEe0xj,design,D58,A37
R_06bvVqddFPEe0xj,design,D58,D14
R_06bvVqddFPEe0xj,design,D14,D1
R_06bvVqddFPEe0xj,design,D14,A3
R_06bvVqddFPEe0xj,design,D14,A25
R_06bvVqddFPEe0xj,design,D58,D1
R_06bvVqddFPEe0xj,design,D58,A3
R_06bvVqddFPEe0xj,design,D58,A25
R_06bvVqddFPEe0xj,quitting,D30,D66
R_06bvVqddFPEe0xj,quitting,D26,D66
R_06bvVqddFPEe0xj,quitting,D66,A37
R_06bvVqddFPEe0xj,quitting,D14,D66
R_06bvVqddFPEe0xj,quitting,D1,D66
R_06bvVqddFPEe0xj,quitting,D66,A3
R_06bvVqddFPEe0xj,quitting,D66,A25
R_06bvVqddFPEe0xj,quitting,D30,A44
R_06bvVqddFPEe0xj,quitting,D30,A37
R_06bvVqddFPEe0xj,quitting,D30,D58
R_06bvVqddFPEe0xj,quitting,D30,A3
R_06bvVqddFPEe0xj,quitting,D30,A25
R_06bvVqddFPEe0xj,quitting,D26,A44
R_06bvVqddFPEe0xj,quitting,D26,A37
R_06bvVqddFPEe0xj,quitting,D26,D58
R_06bvVqddFPEe0xj,quitting,D26,A3
R_06bvVqddFPEe0xj,quitting,D26,A25
R_06bvVqddFPEe0xj,quitting,A44,A37
R_06bvVqddFPEe0xj,quitting,D14,A44
R_06bvVqddFPEe0xj,quitting,D1,A44
R_06bvVqddFPEe0xj,quitting,A44,A3
R_06bvVqddFPEe0xj,quitting,A44,A25
R_06bvVqddFPEe0xj,quitting,D14,A37
R_06bvVqddFPEe0xj,quitting,D58,A37
R_06bvVqddFPEe0xj,quitting,D1,A37
R_06bvVqddFPEe0xj,quitting,D14,D58
R_06bvVqddFPEe0xj,quitting,D14,A3
R_06bvVqddFPEe0xj,quitting,D14,A25
R_06bvVqddFPEe0xj,quitting,D1,D58
R_06bvVqddFPEe0xj,quitting,D58,A3
R_06bvVqddFPEe0xj,quitting,D58,A25
R_06bvVqddFPEe0xj,quitting,D1,A3
R_06bvVqddFPEe0xj,quitting,D1,A25
R_0cDQjWb7D2enSal,content,A52,D53
R_0cDQjWb7D2enSal,content,,D53
R_0cDQjWb7D2enSal,content,D26,D53
R_0cDQjWb7D2enSal,content,D19,D53
R_0cDQjWb7D2enSal,content,A38,D53
R_0cDQjWb7D2enSal,content,A12,D53
R_0cDQjWb7D2enSal,content,D33,D53
R_0cDQjWb7D2enSal,content,A52,D41
R_0cDQjWb7D2enSal,content,,D41
R_0cDQjWb7D2enSal,content,D26,D41
R_0cDQjWb7D2enSal,content,D19,D41
R_0cDQjWb7D2enSal,content,A38,D41
R_0cDQjWb7D2enSal,content,A12,D41
R_0cDQjWb7D2enSal,content,D33,D41
R_0cDQjWb7D2enSal,content,A52,A41
R_0cDQjWb7D2enSal,content,,A41
R_0cDQjWb7D2enSal,content,D26,A41
R_0cDQjWb7D2enSal,content,D19,A41
R_0cDQjWb7D2enSal,content,A38,A41
R_0cDQjWb7D2enSal,content,A12,A41
R_0cDQjWb7D2enSal,content,D33,A41
R_0cDQjWb7D2enSal,content,A52,
R_0cDQjWb7D2enSal,content,A52,D26
R_0cDQjWb7D2enSal,content,A52,D19
R_0cDQjWb7D2enSal,content,A52,A12
R_0cDQjWb7D2enSal,content,A52,D33
R_0cDQjWb7D2enSal,content,A38,
R_0cDQjWb7D2enSal,content,A38,D26
R_0cDQjWb7D2enSal,content,A38,D19
R_0cDQjWb7D2enSal,content,A38,A12
R_0cDQjWb7D2enSal,content,A38,D33
R_0cDQjWb7D2enSal,coping,D53,A41
R_0cDQjWb7D2enSal,coping,D53,A52
R_0cDQjWb7D2enSal,coping,D53,D19
R_0cDQjWb7D2enSal,coping,D53,D33
R_0cDQjWb7D2enSal,coping,D41,A41
R_0cDQjWb7D2enSal,coping,D41,A52
R_0cDQjWb7D2enSal,coping,D41,D19
R_0cDQjWb7D2enSal,coping,D41,D33
R_0cDQjWb7D2enSal,coping,,A41
R_0cDQjWb7D2enSal,coping,D26,A41
R_0cDQjWb7D2enSal,coping,A38,A41
R_0cDQjWb7D2enSal,coping,A12,A41
R_0cDQjWb7D2enSal,coping,,A52
R_0cDQjWb7D2enSal,coping,D26,A52
R_0cDQjWb7D2enSal,coping,A38,A52
R_0cDQjWb7D2enSal,coping,A12,A52
R_0cDQjWb7D2enSal,coping,,D19
R_0cDQjWb7D2enSal,coping,,D33
R_0cDQjWb7D2enSal,coping,D26,D19
R_0cDQjWb7D2enSal,coping,D26,D33
R_0cDQjWb7D2enSal,coping,A38,D19
R_0cDQjWb7D2enSal,coping,A12,D19
R_0cDQjWb7D2enSal,coping,A38,D33
R_0cDQjWb7D2enSal,coping,A12,D33
R_0cDQjWb7D2enSal,design,D41,D53
R_0cDQjWb7D2enSal,design,A41,D53
R_0cDQjWb7D2enSal,design,A52,D53
R_0cDQjWb7D2enSal,design,,D53
R_0cDQjWb7D2enSal,design,D26,D53
R_0cDQjWb7D2enSal,design,D19,D53
R_0cDQjWb7D2enSal,design,A38,D53
R_0cDQjWb7D2enSal,design,A12,D53
R_0cDQjWb7D2enSal,design,D41,A52
R_0cDQjWb7D2enSal,design,D41,D26
R_0cDQjWb7D2enSal,design,D41,A38
R_0cDQjWb7D2enSal,design,A41,A52
R_0cDQjWb7D2enSal,design,A41,D26
R_0cDQjWb7D2enSal,design,A41,A38
R_0cDQjWb7D2enSal,design,,A52
R_0cDQjWb7D2enSal,design,D19,A52
R_0cDQjWb7D2enSal,design,A12,A52
R_0cDQjWb7D2enSal,design,,D26
R_0cDQjWb7D2enSal,design,,A38
R_0cDQjWb7D2enSal,design,D19,D26
R_0cDQjWb7D2enSal,design,A12,D26
R_0cDQjWb7D2enSal,design,D19,A38
R_0cDQjWb7D2enSal,design,A12,A38
R_0cDQjWb7D2enSal,quitting,D53,D41
R_0cDQjWb7D2enSal,quitting,D53,A41
R_0cDQjWb7D2enSal,quitting,D53,A52
R_0cDQjWb7D2enSal,quitting,D53,
R_0cDQjWb7D2enSal,quitting,D53,D26
R_0cDQjWb7D2enSal,quitting,D53,D19
R_0cDQjWb7D2enSal,quitting,D53,A12
R_0cDQjWb7D2enSal,quitting,D41,A41
R_0cDQjWb7D2enSal,quitting,D41,A52
R_0cDQjWb7D2enSal,quitting,D41,
R_0cDQjWb7D2enSal,quitting,D41,D26
R_0cDQjWb7D2enSal,quitting,D41,D19
R_0cDQjWb7D2enSal,quitting,A38,D41
R_0cDQjWb7D2enSal,quitting,D33,D41
R_0cDQjWb7D2enSal,quitting,A41,
R_0cDQjWb7D2enSal,quitting,A38,A41
R_0cDQjWb7D2enSal,quitting,A12,A41
R_0cDQjWb7D2enSal,quitting,D33,A41
R_0cDQjWb7D2enSal,quitting,A52,
R_0cDQjWb7D2enSal,quitting,A38,A52
R_0cDQjWb7D2enSal,quitting,A12,A52
R_0cDQjWb7D2enSal,quitting,D33,A52
R_0cDQjWb7D2enSal,quitting,D26,
R_0cDQjWb7D2enSal,quitting,D19,
R_0cDQjWb7D2enSal,quitting,A38,
R_0cDQjWb7D2enSal,quitting,A12,
R_0cDQjWb7D2enSal,quitting,D33,
R_0cDQjWb7D2enSal,quitting,A38,D26
R_0cDQjWb7D2enSal,quitting,A12,D26
R_0cDQjWb7D2enSal,quitting,D33,D26
R_0cDQjWb7D2enSal,quitting,A38,D19
R_0cDQjWb7D2enSal,quitting,A12,D19
R_0cDQjWb7D2enSal,quitting,D33,D19
R_0cDQjWb7D2enSal,quitting,A38,A12
R_0cDQjWb7D2enSal,quitting,D33,A12
R_10UkJMK4Op6BJmj,content,D15,
R_10UkJMK4Op6BJmj,content,,A34
R_10UkJMK4Op6BJmj,content,D66,
R_10UkJMK4Op6BJmj,content,A27,
R_10UkJMK4Op6BJmj,content,D53,
R_10UkJMK4Op6BJmj,content,,A40
R_10UkJMK4Op6BJmj,content,D15,D27
R_10UkJMK4Op6BJmj,content,D15,A34
R_10UkJMK4Op6BJmj,content,A27,D15
R_10UkJMK4Op6BJmj,content,D53,D15
R_10UkJMK4Op6BJmj,content,D15,A49
R_10UkJMK4Op6BJmj,content,D15,A53
R_10UkJMK4Op6BJmj,content,D15,A40
R_10UkJMK4Op6BJmj,content,D27,A34
R_10UkJMK4Op6BJmj,content,D66,D27
R_10UkJMK4Op6BJmj,content,A27,D27
R_10UkJMK4Op6BJmj,content,D53,D27
R_10UkJMK4Op6BJmj,content,D27,A40
R_10UkJMK4Op6BJmj,content,D66,A34
R_10UkJMK4Op6BJmj,content,A27,A34
R_10UkJMK4Op6BJmj,content,D53,A34
R_10UkJMK4Op6BJmj,content,A49,A34
R_10UkJMK4Op6BJmj,content,A53,A34
R_10UkJMK4Op6BJmj,content,A27,D66
R_10UkJMK4Op6BJmj,content,D53,D66
R_10UkJMK4Op6BJmj,content,D66,A49
R_10UkJMK4Op6BJmj,content,D66,A53
R_10UkJMK4Op6BJmj,content,D66,A40
R_10UkJMK4Op6BJmj,content,A27,A49
R_10UkJMK4Op6BJmj,content,A27,A53
R_10UkJMK4Op6BJmj,content,A27,A40
R_10UkJMK4Op6BJmj,content,D53,A49
R_10UkJMK4Op6BJmj,content,D53,A53
R_10UkJMK4Op6BJmj,content,D53,A40
R_10UkJMK4Op6BJmj,content,A49,A40
R_10UkJMK4Op6BJmj,content,A53,A40
R_10UkJMK4Op6BJmj,coping,D15,
R_10UkJMK4Op6BJmj,coping,D66,
R_10UkJMK4Op6BJmj,coping,A27,
R_10UkJMK4Op6BJmj,coping,D53,
R_10UkJMK4Op6BJmj,coping,D15,D27
R_10UkJMK4Op6BJmj,coping,D15,A34
R_10UkJMK4Op6BJmj,coping,A27,D15
R_10UkJMK4Op6BJmj,coping,D15,A49
R_10UkJMK4Op6BJmj,coping,D15,A53
R_10UkJMK4Op6BJmj,coping,D15,A40
R_10UkJMK4Op6BJmj,coping,D66,D27
R_10UkJMK4Op6BJmj,coping,A27,D27
R_10UkJMK4Op6BJmj,coping,D53,D27
R_10UkJMK4Op6BJmj,coping,D66,A34
R_10UkJMK4Op6BJmj,coping,A27,A34
R_10UkJMK4Op6BJmj,coping,D53,A34
R_10UkJMK4Op6BJmj,coping,A27,D66
R_10UkJMK4Op6BJmj,coping,D66,A49
R_10UkJMK4Op6BJmj,coping,D66,A53
R_10UkJMK4Op6BJmj,coping,D66,A40
R_10UkJMK4Op6BJmj,coping,A27,D53
R_10UkJMK4Op6BJmj,coping,A27,A49
R_10UkJMK4Op6BJmj,coping,A27,A53
R_10UkJMK4Op6BJmj,coping,A27,A40
R_10UkJMK4Op6BJmj,coping,D53,A49
R_10UkJMK4Op6BJmj,coping,D53,A53
R_10UkJMK4Op6BJmj,coping,D53,A40
R_10UkJMK4Op6BJmj,design,D15,
R_10UkJMK4Op6BJmj,design,,A34
R_10UkJMK4Op6BJmj,design,A27,
R_10UkJMK4Op6BJmj,design,,A49
R_10UkJMK4Op6BJmj,design,,A53
R_10UkJMK4Op6BJmj,design,,A40
R_10UkJMK4Op6BJmj,design,D15,D27
R_10UkJMK4Op6BJmj,design,D15,A34
R_10UkJMK4Op6BJmj,design,D15,D66
R_10UkJMK4Op6BJmj,design,A27,D15
R_10UkJMK4Op6BJmj,design,D15,D53
R_10UkJMK4Op6BJmj,design,D15,A49
R_10UkJMK4Op6BJmj,design,D15,A53
R_10UkJMK4Op6BJmj,design,D15,A40
R_10UkJMK4Op6BJmj,design,D27,A34
R_10UkJMK4Op6BJmj,design,A27,D27
R_10UkJMK4Op6BJmj,design,D27,A49
R_10UkJMK4Op6BJmj,design,D27,A53
R_10UkJMK4Op6BJmj,design,D27,A40
R_10UkJMK4Op6BJmj,design,D66,A34
R_10UkJMK4Op6BJmj,design,A27,A34
R_10UkJMK4Op6BJmj,design,D53,A34
R_10UkJMK4Op6BJmj,design,A49,A34
R_10UkJMK4Op6BJmj,design,A53,A34
R_10UkJMK4Op6BJmj,design,A40,A34
R_10UkJMK4Op6BJmj,design,A27,D66
R_10UkJMK4Op6BJmj,design,D66,A49
R_10UkJMK4Op6BJmj,design,D66,A53
R_10UkJMK4Op6BJmj,design,D66,A40
R_10UkJMK4Op6BJmj,design,A27,D53
R_10UkJMK4Op6BJmj,design,A27,A49
R_10UkJMK4Op6BJmj,design,A27,A53
R_10UkJMK4Op6BJmj,design,A27,A40
R_10UkJMK4Op6BJmj,design,D53,A49
R_10UkJMK4Op6BJmj,design,D53,A53
R_10UkJMK4Op6BJmj,design,D53,A40
R_10UkJMK4Op6BJmj,quitting,D15,
R_10UkJMK4Op6BJmj,quitting,A27,
R_10UkJMK4Op6BJmj,quitting,D53,
R_10UkJMK4Op6BJmj,quitting,D15,D27
R_10UkJMK4Op6BJmj,quitting,D15,A34
R_10UkJMK4Op6BJmj,quitting,D15,D66
R_10UkJMK4Op6BJmj,quitting,D15,A49
R_10UkJMK4Op6BJmj,quitting,D15,A53
R_10UkJMK4Op6BJmj,quitting,D15,A40
R_10UkJMK4Op6BJmj,quitting,A27,D27
R_10UkJMK4Op6BJmj,quitting,D53,D27
R_10UkJMK4Op6BJmj,quitting,A27,A34
R_10UkJMK4Op6BJmj,quitting,D53,A34
R_10UkJMK4Op6BJmj,quitting,A27,D66
R_10UkJMK4Op6BJmj,quitting,D53,D66
R_10UkJMK4Op6BJmj,quitting,A27,A49
R_10UkJMK4Op6BJmj,quitting,A27,A53
R_10UkJMK4Op6BJmj,quitting,A27,A40
R_10UkJMK4Op6BJmj,quitting,D53,A49
R_10UkJMK4Op6BJmj,quitting,D53,A53
R_10UkJMK4Op6BJmj,quitting,D53,A40
R_12LPH7GTH14aPlV,content,A38,A24
R_12LPH7GTH14aPlV,content,A38,D50
R_12LPH7GTH14aPlV,content,A38,A26
R_12LPH7GTH14aPlV,content,A27,A24
R_12LPH7GTH14aPlV,content,A27,D50
R_12LPH7GTH14aPlV,content,A27,A26
R_12LPH7GTH14aPlV,content,A32,A24
R_12LPH7GTH14aPlV,content,A32,D50
R_12LPH7GTH14aPlV,content,A32,A26
R_12LPH7GTH14aPlV,content,A24,D50
R_12LPH7GTH14aPlV,content,D10,A24
R_12LPH7GTH14aPlV,content,A53,A24
R_12LPH7GTH14aPlV,content,D24,A24
R_12LPH7GTH14aPlV,content,D14,A24
R_12LPH7GTH14aPlV,content,D10,D50
R_12LPH7GTH14aPlV,content,A53,D50
R_12LPH7GTH14aPlV,content,D24,D50
R_12LPH7GTH14aPlV,content,D14,D50
R_12LPH7GTH14aPlV,content,A26,D50
R_12LPH7GTH14aPlV,content,D10,A26
R_12LPH7GTH14aPlV,content,A53,A26
R_12LPH7GTH14aPlV,content,D24,A26
R_12LPH7GTH14aPlV,content,D14,A26
R_12LPH7GTH14aPlV,coping,A38,A27
R_12LPH7GTH14aPlV,coping,A32,A27
R_12LPH7GTH14aPlV,coping,A24,A27
R_12LPH7GTH14aPlV,coping,D50,A27
R_12LPH7GTH14aPlV,coping,D10,A27
R_12LPH7GTH14aPlV,coping,A53,A27
R_12LPH7GTH14aPlV,coping,D24,A27
R_12LPH7GTH14aPlV,coping,D14,A27
R_12LPH7GTH14aPlV,coping,A26,A27
R_12LPH7GTH14aPlV,design,A27,A38
R_12LPH7GTH14aPlV,design,A24,A38
R_12LPH7GTH14aPlV,design,D50,A38
R_12LPH7GTH14aPlV,design,D24,A38
R_12LPH7GTH14aPlV,design,D14,A38
R_12LPH7GTH14aPlV,design,A38,A26
R_12LPH7GTH14aPlV,design,A27,A32
R_12LPH7GTH14aPlV,design,A27,D10
R_12LPH7GTH14aPlV,design,A27,A53
R_12LPH7GTH14aPlV,design,A27,A26
R_12LPH7GTH14aPlV,design,A24,A32
R_12LPH7GTH14aPlV,design,D50,A32
R_12LPH7GTH14aPlV,design,D24,A32
R_12LPH7GTH14aPlV,design,D14,A32
R_12LPH7GTH14aPlV,design,A32,A26
R_12LPH7GTH14aPlV,design,A24,D10
R_12LPH7GTH14aPlV,design,A24,A53
R_12LPH7GTH14aPlV,design,A24,A26
R_12LPH7GTH14aPlV,design,D50,D10
R_12LPH7GTH14aPlV,design,D50,A53
R_12LPH7GTH14aPlV,design,D50,A26
R_12LPH7GTH14aPlV,design,D24,D10
R_12LPH7GTH14aPlV,design,D14,D10
R_12LPH7GTH14aPlV,design,D10,A26
R_12LPH7GTH14aPlV,design,D24,A53
R_12LPH7GTH14aPlV,design,D14,A53
R_12LPH7GTH14aPlV,design,A53,A26
R_12LPH7GTH14aPlV,design,D24,A26
R_12LPH7GTH14aPlV,design,D14,A26
R_12LPH7GTH14aPlV,quitting,A38,A32
R_12LPH7GTH14aPlV,quitting,A38,D10
R_12LPH7GTH14aPlV,quitting,A38,A26
R_12LPH7GTH14aPlV,quitting,A27,A32
R_12LPH7GTH14aPlV,quitting,A27,D10
R_12LPH7GTH14aPlV,quitting,A27,A26
R_12LPH7GTH14aPlV,quitting,A24,A32
R_12LPH7GTH14aPlV,quitting,D50,A32
R_12LPH7GTH14aPlV,quitting,A53,A32
R_12LPH7GTH14aPlV,quitting,D24,A32
R_12LPH7GTH14aPlV,quitting,D14,A32
R_12LPH7GTH14aPlV,quitting,A24,D10
R_12LPH7GTH14aPlV,quitting,A24,A26
R_12LPH7GTH14aPlV,quitting,D50,D10
R_12LPH7GTH14aPlV,quitting,D50,A26
R_12LPH7GTH14aPlV,quitting,A53,D10
R_12LPH7GTH14aPlV,quitting,D24,D10
R_12LPH7GTH14aPlV,quitting,D14,D10
R_12LPH7GTH14aPlV,quitting,A53,A26
R_12LPH7GTH14aPlV,quitting,D24,A26
R_12LPH7GTH14aPlV,quitting,D14,A26
R_12fBctR2L5zmeS1,coping,A59,D43
R_12fBctR2L5zmeS1,coping,A59,D69
R_12fBctR2L5zmeS1,coping,A59,D62
R_12fBctR2L5zmeS1,coping,A59,D16
R_12fBctR2L5zmeS1,coping,A24,D43
R_12fBctR2L5zmeS1,coping,D27,D43
R_12fBctR2L5zmeS1,coping,D49,D43
R_12fBctR2L5zmeS1,coping,D48,D43
R_12fBctR2L5zmeS1,coping,D3,D43
R_12fBctR2L5zmeS1,coping,D43,D62
R_12fBctR2L5zmeS1,coping,D43,D16
R_12fBctR2L5zmeS1,coping,A24,D69
R_12fBctR2L5zmeS1,coping,D27,D69
R_12fBctR2L5zmeS1,coping,D49,D69
R_12fBctR2L5zmeS1,coping,D48,D69
R_12fBctR2L5zmeS1,coping,D3,D69
R_12fBctR2L5zmeS1,coping,D69,D62
R_12fBctR2L5zmeS1,coping,D69,D16
R_12fBctR2L5zmeS1,coping,A24,D62
R_12fBctR2L5zmeS1,coping,A24,D16
R_12fBctR2L5zmeS1,coping,D27,D62
R_12fBctR2L5zmeS1,coping,D27,D16
R_12fBctR2L5zmeS1,coping,D49,D62
R_12fBctR2L5zmeS1,coping,D49,D16
R_12fBctR2L5zmeS1,coping,D48,D62
R_12fBctR2L5zmeS1,coping,D48,D16
R_12fBctR2L5zmeS1,coping,D3,D62
R_12fBctR2L5zmeS1,coping,D3,D16
R_12fBctR2L5zmeS1,coping,D16,D62
R_12fBctR2L5zmeS1,design,A59,D43
R_12fBctR2L5zmeS1,design,A59,D69
R_12fBctR2L5zmeS1,design,A59,A24
R_12fBctR2L5zmeS1,design,A59,D27
R_12fBctR2L5zmeS1,design,A59,D49
R_12fBctR2L5zmeS1,design,A59,D48
R_12fBctR2L5zmeS1,design,A59,D3
R_12fBctR2L5zmeS1,design,D43,D27
R_12fBctR2L5zmeS1,design,D62,D43
R_12fBctR2L5zmeS1,design,D16,D43
R_12fBctR2L5zmeS1,design,D69,D27
R_12fBctR2L5zmeS1,design,D62,D69
R_12fBctR2L5zmeS1,design,D16,D69
R_12fBctR2L5zmeS1,design,A24,D27
R_12fBctR2L5zmeS1,design,D62,A24
R_12fBctR2L5zmeS1,design,D16,A24
R_12fBctR2L5zmeS1,design,D49,D27
R_12fBctR2L5zmeS1,design,D48,D27
R_12fBctR2L5zmeS1,design,D3,D27
R_12fBctR2L5zmeS1,design,D62,D27
R_12fBctR2L5zmeS1,design,D16,D27
R_12fBctR2L5zmeS1,design,D62,D49
R_12fBctR2L5zmeS1,design,D16,D49
R_12fBctR2L5zmeS1,design,D62,D48
R_12fBctR2L5zmeS1,design,D16,D48
R_12fBctR2L5zmeS1,design,D62,D3
R_12fBctR2L5zmeS1,design,D16,D3
R_12fBctR2L5zmeS1,quitting,D69,A59
R_12fBctR2L5zmeS1,quitting,A24,A59
R_12fBctR2L5zmeS1,quitting,D62,A59
R_12fBctR2L5zmeS1,quitting,D16,A59
R_12fBctR2L5zmeS1,quitting,D69,D43
R_12fBctR2L5zmeS1,quitting,A24,D43
R_12fBctR2L5zmeS1,quitting,D62,D43
R_12fBctR2L5zmeS1,quitting,D16,D43
R_12fBctR2L5zmeS1,quitting,D69,A24
R_12fBctR2L5zmeS1,quitting,D69,D27
R_12fBctR2L5zmeS1,quitting,D69,D49
R_12fBctR2L5zmeS1,quitting,D69,D48
